route_distance,traffic_level,num_stops,hour_of_day,delivery_time_minutes
4227.73,1.3,1,0,18.27
11014.46,1.8,1,0,50.67
7273.28,1.0,2,21,24.9
4199.12,1.3,1,1,14.1
14383.61,1.0,1,9,42.12
908.67,1.0,2,8,10.58
10313.11,1.0,1,0,26.44
5954.64,1.3,2,12,28.24
3891.08,1.0,2,14,17.6
14953.97,1.8,1,10,70.92
5658.53,1.8,2,19,41.8
8324.27,1.0,2,21,31.37
2913.08,1.0,1,18,17.03
6411.23,1.3,1,1,24.23
11107.12,1.3,1,8,48.43
11951.09,1.8,1,15,68.88
11744.43,1.0,1,23,28.69
10355.78,1.0,3,19,50.01
9416.03,1.3,3,21,39.17
8889.12,1.0,1,6,20.38
1016.53,1.0,2,17,12.09
10052.28,1.0,2,22,29.34
7596.32,1.0,3,1,26.37
7259.77,1.8,3,16,49.69
8843.89,1.0,1,16,33.52
9927.45,1.3,2,20,53.89
1610.74,1.8,1,6,6.58
1627.31,1.0,3,20,12.34
2658.86,1.3,1,15,11.49
12093.62,1.0,1,6,29.84
2713.3,1.0,1,4,10.05
765.73,1.3,2,22,11.19
3247.12,1.3,2,7,21.31
4447.17,1.0,3,9,24.88
9627.23,1.3,2,15,44.58
5282.5,1.0,2,1,16.43
14684.6,1.3,3,20,80.06
9575.06,1.3,1,19,53.2
10665.47,1.3,2,0,39.37
12165.73,1.8,2,23,54.63
11304.55,1.0,1,7,45.34
3438.74,1.3,2,0,20.97
6542.92,1.3,3,7,39.48
10326.27,1.0,2,8,44.66
7033.66,1.0,1,12,22.65
12753.93,1.8,3,0,62.19
4492.95,1.0,1,18,18.93
11382.47,1.0,1,1,21.38
4094.51,1.0,2,5,18.91
9779.98,1.0,3,22,27.37
14926.77,1.0,2,7,57.35
2655.09,1.0,1,7,10.21
5452.49,1.0,2,20,29.67
5127.42,1.0,1,23,16.14
2913.27,1.0,2,16,12.29
11110.23,1.8,2,17,88.11
14516.03,1.0,2,19,54.93
10072.73,1.0,3,21,27.95
14831.15,1.3,2,2,47.98
2883.79,1.3,3,10,21.35
11488.29,1.3,2,3,32.1
3291.5,1.8,1,2,19.6
4598.51,1.0,1,7,17.39
1939.75,1.3,1,11,10.97
7551.14,1.3,2,22,25.49
708.09,1.8,1,8,6.87
13934.14,1.8,2,7,77.24
1474.82,1.3,2,22,11.97
7451.47,1.0,2,6,29.03
3910.47,1.3,1,1,11.82
2752.87,1.0,2,21,14.26
4043.3,1.3,3,19,24.91
7395.77,1.8,2,12,39.75
5469.64,1.3,3,9,32.42
2642.87,1.3,2,21,15.59
8251.88,1.8,2,3,36.23
12956.63,1.0,1,11,34.12
10540.46,1.3,1,16,40.29
3844.4,1.0,1,20,14.81
14995.58,1.0,3,1,48.53
9388.29,1.0,3,10,44.82
6825.03,1.0,1,6,23.63
9602.48,1.0,2,12,35.92
9325.75,1.0,1,10,32.03
12677.94,1.3,2,9,60.39
3678.4,1.3,2,6,16.01
14441.33,1.3,1,21,54.63
5023.98,1.8,2,15,23.76
9247.59,1.0,1,9,29.56
1420.6,1.8,2,2,11.72
1694.33,1.8,2,3,12.99
11577.36,1.3,2,23,38.68
13687.33,1.0,1,16,44.64
641.1,1.0,2,17,11.63
2731.01,1.8,1,8,16.25
13499.37,1.0,1,3,30.49
13131.42,1.0,1,18,49.39
6016.73,1.8,1,15,34.8
2075.41,1.0,1,17,13.17
2719.73,1.8,1,19,20.5
14865.09,1.8,2,2,61.21
2143.34,1.3,3,17,19.13
7994.3,1.8,3,13,46.05
12351.75,1.3,3,22,46.38
8322.8,1.0,2,12,34.4
6681.86,1.8,2,7,42.78
1528.99,1.0,2,19,15.89
8850.71,1.0,1,9,32.7
5299.56,1.3,2,11,25.93
13591.73,1.0,2,16,38.14
7219.06,1.0,3,14,24.79
5583.62,1.8,2,1,30.94
13623.94,1.3,2,19,60.99
11484.28,1.3,2,16,52.05
9106.73,1.0,1,8,37.29
12804.36,1.0,2,3,38.7
10927.88,1.3,2,15,52.69
8442.93,1.0,1,11,23.43
2592.39,1.0,2,13,16.03
2981.11,1.8,2,18,27.67
4513.7,1.0,2,20,19.99
9317.47,1.3,2,6,34.85
12642.12,1.3,1,14,45.32
5196.14,1.0,2,3,15.37
12576.6,1.8,3,7,75.89
12320.48,1.8,1,12,62.36
11912.51,1.3,3,12,53.75
8108.93,1.0,1,0,21.89
14966.67,1.8,3,20,85.23
11559.97,1.0,2,10,52.43
3058.19,1.3,2,14,22.76
13872.62,1.0,1,14,36.42
6268.33,1.8,1,1,30.77
8268.52,1.0,2,8,34.67
1827.56,1.0,1,4,6.14
4144.04,1.8,3,7,40.75
647.96,1.0,1,18,5.65
11023.18,1.0,3,21,48.12
6125.06,1.3,1,19,31.39
7011.92,1.3,2,9,34.62
4776.43,1.0,2,5,20.85
955.01,1.0,1,21,7.35
5401.62,1.3,3,6,36.23
1794.65,1.8,1,8,11.51
6963.03,1.8,2,11,48.52
11177.65,1.8,1,7,64.4
3267.32,1.0,1,18,12.6
12364.44,1.8,1,21,53.71
7583.77,1.3,3,10,39.17
13922.12,1.0,3,0,39.76
10321.16,1.3,2,16,46.01
4520.72,1.8,2,0,26.38
733.12,1.0,1,10,8.9
13109.45,1.3,2,20,61.4
11103.15,1.3,1,3,33.79
4483.8,1.3,1,21,15.6
8841.38,1.3,1,7,41.42
1806.5,1.8,3,2,16.88
10209.16,1.0,2,22,30.49
5577.34,1.3,3,21,29.97
7720.86,1.3,1,3,27.07
10241.81,1.0,2,0,27.32
12399.4,1.3,2,12,52.81
10503.74,1.3,2,12,37.13
4964.02,1.8,2,8,35.73
7666.42,1.0,2,4,19.02
6237.24,1.0,2,14,25.85
10347.75,1.0,2,5,29.8
1324.17,1.3,2,22,9.43
7525.86,1.3,1,6,25.96
12838.5,1.3,1,20,56.62
7482.63,1.3,1,14,24.41
4033.92,1.0,3,19,20.54
2286.28,1.0,2,8,15.27
14498.94,1.0,2,7,61.78
1368.62,1.0,1,19,8.95
8514.9,1.3,1,2,25.18
1572.26,1.8,1,16,8.82
675.42,1.0,1,23,5.06
13786.57,1.0,1,18,44.96
2378.99,1.0,3,10,17.46
1222.28,1.3,1,0,6.9
5289.75,1.0,2,22,18.51
10722.89,1.8,1,0,45.6
2206.91,1.8,2,14,17.88
2917.63,1.0,1,15,10.94
14089.25,1.0,1,14,38.83
6224.35,1.8,2,5,36.01
11387.73,1.0,2,17,36.49
10186.89,1.8,1,11,44.72
9157.4,1.0,2,19,36.5
14930.13,1.3,2,18,63.99
11279.09,1.3,2,23,40.96
6956.55,1.8,1,7,49.22
6480.99,1.8,2,11,35.98
2326.17,1.0,1,14,11.75
10822.73,1.0,2,16,39.99
1255.61,1.0,2,8,9.56
2274.29,1.8,2,3,19.24
4282.94,1.3,2,4,19.71
10865.62,1.3,3,16,56.48
3257.23,1.3,2,18,26.12
9870.78,1.3,1,10,48.82
1130.29,1.0,2,4,9.0
8487.65,1.3,1,7,33.56
13138.16,1.0,2,17,44.75
5782.71,1.8,2,3,23.88
11131.68,1.0,1,1,26.34
14641.87,1.8,1,4,81.88
14922.49,1.8,3,11,86.34
9582.62,1.3,1,9,42.44
1115.25,1.3,2,14,11.87
1137.09,1.0,1,18,8.08
1135.78,1.0,1,23,5.69
6539.75,1.0,1,3,22.03
11665.57,1.3,1,21,50.33
5766.06,1.0,2,20,22.72
10550.29,1.0,2,1,31.45
8495.36,1.0,1,10,31.56
14673.1,1.3,2,4,47.45
14716.69,1.8,2,9,90.49
4595.2,1.8,1,14,21.45
12963.17,1.3,3,6,52.01
6762.12,1.3,1,7,33.6
3270.15,1.3,1,1,12.68
3833.1,1.0,3,4,15.33
1343.22,1.8,2,17,13.13
3707.82,1.0,1,16,15.1
8254.41,1.3,2,16,39.06
569.01,1.3,1,21,5.41
6528.44,1.0,3,8,37.69
909.35,1.0,2,11,9.84
7749.76,1.3,2,16,32.14
13068.36,1.0,1,13,41.14
8252.67,1.0,1,4,32.33
2397.04,1.0,2,15,11.41
6927.23,1.0,2,23,23.69
4249.64,1.0,3,4,22.98
7951.62,1.3,1,7,36.59
13455.49,1.0,1,5,30.59
6190.45,1.3,1,0,23.95
5376.74,1.3,2,3,24.46
13398.55,1.0,1,4,32.95
5129.85,1.0,1,6,17.43
4830.11,1.3,2,19,29.25
3974.96,1.8,3,15,28.91
3524.78,1.0,2,2,15.22
14008.25,1.8,2,23,53.7
2231.35,1.0,2,1,13.98
13479.61,1.3,2,11,42.33
9456.74,1.3,2,20,46.59
13181.4,1.0,2,8,43.49
3676.47,1.8,2,2,16.17
2436.17,1.0,2,10,14.4
13257.03,1.0,3,12,53.36
13416.82,1.8,2,18,72.99
11003.26,1.0,2,4,33.17
10154.18,1.0,1,17,30.03
10924.19,1.0,2,7,48.19
11404.64,1.0,1,23,28.14
12608.87,1.3,1,6,45.35
10654.43,1.8,1,12,51.56
2851.06,1.0,1,20,10.24
9284.87,1.0,2,8,36.64
12109.82,1.0,2,14,37.33
11072.45,1.3,3,10,60.67
9037.96,1.0,1,0,21.86
13216.95,1.0,2,10,49.1
8968.28,1.0,1,14,24.42
4238.38,1.0,2,7,24.92
1595.98,1.0,1,19,10.33
558.02,1.0,1,3,4.43
3442.43,1.0,2,21,15.22
7519.7,1.8,1,2,35.96
1423.12,1.0,1,13,7.27
4359.14,1.0,2,21,17.33
14678.78,1.0,1,22,37.86
6129.48,1.0,3,12,32.25
7744.66,1.3,2,20,36.44
14484.33,1.0,1,23,38.25
7282.95,1.0,2,12,31.03
4140.24,1.0,1,20,16.19
2134.59,1.0,3,18,19.9
6555.28,1.0,2,2,19.94
5455.93,1.3,1,9,23.17
11548.46,1.0,3,22,35.73
12829.48,1.0,2,10,49.77
4492.5,1.0,2,19,20.64
13529.46,1.0,2,0,36.81
12220.73,1.3,1,4,38.24
1540.35,1.0,2,8,12.29
932.26,1.8,1,17,9.5
10308.64,1.0,3,17,33.63
14107.12,1.3,2,19,72.86
3223.18,1.3,1,2,12.0
6123.41,1.0,3,2,19.53
11889.28,1.0,1,17,51.46
8954.84,1.0,1,18,28.23
8895.34,1.3,2,9,53.17
5735.81,1.3,2,15,28.42
12793.0,1.3,1,14,43.05
1413.16,1.8,2,17,12.35
4085.14,1.8,1,17,27.59
2173.79,1.3,1,20,12.55
7949.34,1.0,2,3,23.95
13118.5,1.3,2,18,50.05
4467.66,1.0,2,10,15.91
1314.83,1.8,2,22,16.82
13677.99,1.8,1,14,70.66
13559.93,1.3,1,5,34.85
8843.03,1.8,3,2,36.22
11658.39,1.0,2,10,49.76
2356.36,1.8,2,12,15.22
10497.59,1.8,1,18,62.35
2422.5,1.8,1,17,18.49
13959.35,1.8,1,3,54.79
7279.33,1.8,1,8,41.45
10415.78,1.8,1,22,34.84
2797.19,1.8,2,14,17.9
10117.57,1.0,2,16,31.41
11477.89,1.0,2,13,33.7
4600.92,1.0,1,22,15.83
5436.77,1.0,2,8,21.07
2131.22,1.3,1,18,13.29
3639.29,1.3,2,19,19.21
1399.36,1.8,1,6,12.21
9946.65,1.3,2,16,43.08
13736.79,1.3,2,18,57.55
2179.21,1.8,1,7,13.89
2718.44,1.0,2,4,15.84
3451.53,1.0,2,21,16.4
7349.8,1.0,1,22,21.3
14188.97,1.8,1,5,62.62
7682.85,1.3,2,3,32.9
14027.86,1.8,2,23,55.66
11759.71,1.8,2,8,84.44
8557.98,1.3,1,14,26.68
1222.78,1.8,1,0,10.53
14672.82,1.8,2,4,73.94
9953.87,1.3,3,14,43.32
9774.85,1.0,1,18,33.27
9397.17,1.0,1,7,29.05
9831.26,1.0,2,1,28.75
11504.92,1.0,3,9,38.03
13124.63,1.0,1,10,49.83
5821.95,1.8,1,9,37.42
1086.46,1.0,2,14,10.96
2029.25,1.3,3,18,20.54
2623.83,1.8,1,16,19.83
1804.19,1.0,2,9,15.73
11442.02,1.0,2,20,50.77
9948.0,1.0,1,21,30.51
6104.38,1.0,3,9,28.42
11996.54,1.8,2,20,68.26
3885.92,1.8,1,21,26.99
1519.17,1.8,2,17,16.17
13945.3,1.0,1,13,35.93
12428.37,1.3,3,9,52.99
2082.96,1.3,2,15,11.43
3677.6,1.8,3,8,31.98
12639.03,1.3,2,1,45.7
8320.64,1.8,1,20,52.34
13513.38,1.3,2,6,58.31
6072.77,1.0,1,21,16.59
2364.24,1.8,2,19,18.48
8048.32,1.0,1,16,23.64
9941.94,1.3,1,10,40.58
8675.38,1.0,3,19,39.6
13163.45,1.3,1,0,35.94
3877.02,1.0,3,22,20.08
4158.45,1.8,1,1,17.43
2331.49,1.0,2,20,11.85
8712.16,1.3,1,17,37.23
5736.49,1.3,1,13,22.28
5032.1,1.3,2,3,20.75
2204.72,1.0,3,4,14.62
3560.84,1.8,2,9,30.02
5286.85,1.3,1,3,16.48
3520.14,1.3,3,22,20.05
3300.78,1.3,2,23,15.37
1506.55,1.0,3,20,18.6
7458.79,1.0,1,18,19.87
4382.19,1.0,2,3,14.89
11724.89,1.0,3,2,37.01
9562.83,1.3,1,4,26.45
5712.57,1.0,3,7,29.41
9266.71,1.3,1,21,32.14
12196.22,1.3,2,9,54.36
11918.12,1.0,1,15,39.16
11882.44,1.0,3,11,39.1
11956.79,1.3,1,11,41.47
7582.81,1.0,2,15,23.86
3185.63,1.0,1,4,11.17
11365.17,1.8,1,18,64.14
11666.77,1.0,2,14,36.87
4685.57,1.0,1,17,19.81
2038.52,1.0,2,23,8.27
14488.69,1.0,2,10,46.8
11053.37,1.3,2,6,48.65
6356.31,1.3,1,8,28.71
2663.2,1.3,1,11,11.57
5056.92,1.3,1,2,16.66
9336.41,1.3,2,8,52.4
6328.94,1.3,2,9,30.08
7507.99,1.3,1,18,35.87
14503.14,1.8,3,16,63.85
10278.75,1.0,1,20,33.18
7759.67,1.8,2,16,49.19
5161.02,1.0,2,17,21.67
14033.9,1.0,1,2,35.9
12321.01,1.3,3,2,41.7
8557.6,1.8,3,21,40.6
12648.33,1.0,1,21,42.52
11617.28,1.3,2,4,36.1
4106.38,1.0,2,15,15.59
9545.21,1.0,1,13,30.9
12795.28,1.0,1,16,36.92
7327.46,1.3,3,4,26.55
5084.58,1.8,2,7,42.78
4665.04,1.0,1,10,19.95
11474.57,1.8,2,14,65.08
4814.01,1.3,3,7,25.9
6371.31,1.8,2,12,40.26
3863.77,1.8,2,12,26.27
14092.03,1.0,2,5,31.2
13077.82,1.3,2,14,53.45
8568.44,1.3,1,8,35.17
11268.2,1.3,1,21,40.47
4545.76,1.0,3,19,24.76
7407.29,1.3,1,13,34.84
3144.03,1.3,1,14,16.6
10488.95,1.0,2,11,32.02
13590.58,1.0,1,15,46.08
9237.94,1.3,3,14,36.31
3085.25,1.8,2,15,19.1
13071.41,1.3,1,23,34.42
13913.76,1.0,3,14,46.32
12757.75,1.0,1,7,52.62
3526.16,1.0,1,20,12.85
13733.85,1.3,2,12,62.9
3698.89,1.3,1,14,14.71
14970.51,1.0,3,7,69.18
4532.61,1.0,2,8,23.62
3993.19,1.3,2,4,17.4
9139.61,1.0,1,3,22.57
9611.91,1.3,2,19,45.23
715.06,1.8,1,21,7.35
12305.59,1.0,1,12,35.65
581.86,1.0,1,8,6.24
2125.6,1.3,3,22,14.66
11376.53,1.3,1,10,51.12
9896.7,1.0,1,3,20.27
1203.21,1.0,2,4,10.98
12528.81,1.0,1,22,34.06
11413.09,1.8,2,22,52.75
7611.67,1.8,3,19,58.86
8040.91,1.8,2,0,37.24
14581.99,1.8,2,23,63.1
14523.18,1.3,1,9,66.88
8665.12,1.3,2,8,39.46
11655.21,1.8,1,21,64.21
9886.98,1.3,2,12,33.06
12441.83,1.0,2,3,32.49
13573.93,1.0,3,20,48.93
2769.98,1.3,1,1,8.74
4916.87,1.3,3,5,20.31
1039.73,1.8,3,5,13.44
12739.14,1.0,1,14,40.28
3453.7,1.3,1,7,17.48
5424.07,1.0,3,6,28.14
8299.76,1.0,2,14,25.77
14628.52,1.0,1,16,48.12
6006.96,1.3,2,19,36.81
674.72,1.8,1,3,8.04
1908.15,1.8,1,5,13.24
5279.87,1.0,3,6,27.69
1509.8,1.3,1,13,8.95
9749.16,1.3,1,7,42.42
14445.4,1.0,2,8,48.92
593.52,1.0,2,20,7.83
6461.77,1.0,2,6,19.87
4472.56,1.0,1,5,10.25
5274.01,1.0,3,17,32.53
10459.86,1.0,2,14,38.96
1133.65,1.0,2,10,11.11
2477.13,1.3,1,13,11.38
13030.73,1.3,1,1,36.6
6476.51,1.0,1,18,25.16
9733.25,1.0,3,12,37.55
8644.55,1.8,1,14,34.29
1322.35,1.3,1,0,8.35
10644.15,1.3,1,7,48.81
10737.03,1.8,2,8,91.22
7070.94,1.0,3,20,28.75
7036.88,1.0,1,15,23.07
3432.78,1.3,1,13,16.28
12075.99,1.3,2,18,60.31
11939.37,1.0,1,7,37.75
14869.51,1.0,2,5,41.75
13214.66,1.0,2,11,43.11
2220.87,1.3,2,7,17.12
8456.49,1.3,1,10,36.29
647.51,1.3,2,20,11.34
4226.26,1.8,1,8,28.28
4496.84,1.0,2,2,16.95
12075.54,1.0,2,3,34.98
12381.27,1.3,3,9,72.25
11618.24,1.0,2,3,35.99
8955.84,1.0,2,23,33.71
6362.42,1.0,1,5,15.98
2800.83,1.0,1,15,12.34
4885.6,1.3,3,22,22.95
13362.38,1.0,1,20,45.57
6395.14,1.0,3,2,18.99
8005.18,1.0,3,17,33.84
8166.74,1.8,1,18,58.14
3565.49,1.3,2,3,19.14
12986.5,1.3,1,12,53.45
3648.73,1.3,1,20,17.46
6761.52,1.8,3,9,51.2
4723.51,1.8,3,11,31.19
8795.44,1.8,2,5,33.79
14957.83,1.0,2,22,38.37
2164.57,1.8,2,10,18.57
5220.01,1.0,2,11,20.49
8857.62,1.8,2,21,52.91
1812.05,1.8,1,12,11.08
10844.03,1.0,1,2,27.65
10943.56,1.3,2,16,46.36
3587.4,1.3,1,8,20.82
5717.24,1.0,3,9,33.84
14087.44,1.8,1,23,58.0
10211.35,1.3,2,11,45.67
775.08,1.0,1,23,4.11
536.18,1.8,1,3,5.89
12536.06,1.0,1,9,40.65
2538.94,1.0,3,20,24.13
3516.06,1.3,2,9,24.38
3053.4,1.8,1,20,21.28
9021.83,1.0,2,8,36.73
12773.4,1.3,3,6,61.57
4233.25,1.0,1,3,10.51
10792.1,1.0,1,8,43.64
4095.2,1.0,2,21,15.17
14709.13,1.3,2,23,44.05
8657.43,1.0,1,17,34.01
3160.51,1.3,1,9,15.89
13138.71,1.3,2,1,51.04
5684.87,1.0,2,5,18.3
10652.71,1.8,1,16,44.67
5650.64,1.0,1,2,15.94
4808.4,1.0,3,2,18.71
12249.29,1.3,2,4,31.96
7708.4,1.0,3,4,25.84
10955.44,1.0,2,11,36.96
3478.39,1.0,2,22,13.14
2828.15,1.3,1,0,13.95
8263.26,1.3,1,15,30.74
3883.72,1.0,1,22,11.52
687.58,1.0,1,6,6.19
11099.22,1.0,3,19,47.75
5524.25,1.8,1,10,32.94
12966.56,1.3,1,12,47.58
4469.17,1.0,3,7,22.83
7021.15,1.3,2,7,38.17
4687.82,1.3,1,21,21.88
5079.41,1.3,1,15,17.88
2021.55,1.0,1,21,9.4
14768.86,1.0,2,2,37.58
5590.59,1.3,1,16,23.36
5006.45,1.3,3,16,28.31
14963.79,1.3,2,11,62.42
10762.52,1.0,1,12,35.69
14950.03,1.8,2,19,93.3
10752.21,1.0,2,3,30.82
958.72,1.8,2,0,9.86
12539.3,1.3,1,20,50.52
662.97,1.0,1,4,5.01
1907.02,1.3,3,3,12.15
5000.8,1.0,1,22,16.16
4065.59,1.0,1,1,11.05
10129.14,1.3,3,15,47.43
7242.53,1.0,2,12,23.91
2110.33,1.0,3,7,21.63
2521.17,1.3,2,12,13.36
2434.6,1.8,1,4,12.0
3143.77,1.3,2,5,18.61
14389.78,1.0,3,16,55.53
13875.91,1.3,1,7,58.61
7943.41,1.0,2,6,29.79
11157.43,1.0,1,22,19.13
3960.85,1.0,3,23,17.79
5465.62,1.3,2,4,19.55
7904.31,1.0,3,6,29.16
12192.09,1.0,1,16,36.51
13743.66,1.0,3,8,46.93
9424.41,1.0,1,17,34.1
9494.91,1.3,2,12,43.07
9107.14,1.0,2,21,28.01
9641.18,1.8,3,5,51.8
10408.22,1.0,2,18,43.91
4068.14,1.8,1,6,24.63
8717.92,1.0,2,10,43.57
10113.44,1.0,2,19,38.36
3129.1,1.3,2,14,17.49
12011.61,1.3,2,18,59.45
12096.9,1.8,2,4,55.05
8050.81,1.8,1,5,39.17
1903.77,1.3,2,8,15.64
7373.46,1.3,3,14,34.86
11015.41,1.3,2,1,35.63
10049.63,1.0,1,3,27.12
13781.37,1.3,1,9,55.21
5987.35,1.0,2,1,27.54
10971.67,1.0,2,18,42.54
6510.21,1.0,3,8,36.16
6634.77,1.0,1,0,24.81
6542.49,1.3,2,8,25.5
13229.89,1.3,3,19,59.48
2732.37,1.0,3,2,13.03
2985.78,1.0,3,23,12.51
12316.89,1.3,2,5,46.38
11635.53,1.0,1,19,37.88
14201.81,1.0,1,17,44.13
3007.21,1.3,3,2,20.07
9053.3,1.3,1,4,26.79
9636.06,1.3,3,0,35.39
14476.78,1.3,1,20,59.6
14066.48,1.0,2,14,36.41
1279.74,1.3,2,9,10.82
5265.64,1.3,3,21,27.07
6406.48,1.0,3,17,31.82
1651.34,1.0,1,8,10.24
4717.47,1.0,1,12,14.29
1318.01,1.0,2,12,8.8
2498.1,1.3,3,0,13.64
11034.3,1.8,1,16,61.12
700.32,1.8,2,17,8.53
5731.61,1.0,3,14,23.0
4444.04,1.3,2,17,27.39
11886.38,1.0,2,13,43.69
2056.51,1.0,2,22,10.2
12812.86,1.3,1,10,66.19
13239.98,1.3,1,10,57.92
5773.19,1.3,1,0,24.8
6529.59,1.8,2,20,39.57
10971.73,1.8,1,19,64.12
11189.67,1.0,2,23,33.0
4578.77,1.3,2,5,19.03
6215.26,1.0,2,8,24.6
7953.76,1.8,1,20,50.52
14711.34,1.0,2,0,28.72
5965.43,1.3,3,5,33.13
14710.9,1.8,3,16,72.61
6147.05,1.3,1,1,16.82
11585.49,1.0,3,16,43.92
2051.5,1.0,1,18,11.08
3182.83,1.0,2,23,13.82
13316.88,1.3,1,15,44.62
10372.87,1.3,3,0,38.73
6880.6,1.0,3,4,14.93
2868.78,1.0,2,20,14.81
2624.62,1.0,1,8,10.41
9927.5,1.3,1,6,35.24
13589.05,1.3,2,18,63.07
14124.77,1.3,1,8,67.86
14189.86,1.3,2,9,59.63
13552.24,1.3,3,19,67.31
10687.71,1.3,1,8,49.64
14666.11,1.3,1,22,44.74
5754.71,1.0,2,10,29.12
12407.29,1.8,1,5,57.75
10121.88,1.0,1,12,31.44
10208.67,1.8,2,4,48.43
10865.28,1.3,3,13,46.85
13111.72,1.3,2,6,57.26
6208.56,1.0,2,6,19.67
9498.01,1.3,2,11,43.83
2390.06,1.0,1,23,7.37
9009.9,1.0,2,17,36.76
11364.75,1.0,2,19,46.67
6557.2,1.3,3,22,31.29
10656.9,1.8,1,14,55.17
12373.69,1.3,1,11,46.22
6758.13,1.3,2,5,38.31
4572.86,1.0,3,3,27.83
8516.18,1.3,1,19,39.79
10574.97,1.0,2,2,33.75
7368.74,1.3,2,12,27.47
6642.52,1.3,1,19,31.43
14943.12,1.0,1,14,41.92
7167.93,1.0,3,16,25.4
7655.16,1.0,1,1,22.56
6259.88,1.8,2,23,36.7
5669.86,1.8,1,15,25.67
3819.43,1.0,1,9,18.82
14079.32,1.0,1,15,45.63
4741.01,1.3,2,14,19.5
3713.31,1.3,2,0,18.07
1649.89,1.0,1,20,8.13
4082.77,1.3,1,20,21.68
2986.89,1.0,3,2,19.71
1166.75,1.3,2,4,9.46
2752.28,1.8,1,6,18.23
3357.42,1.0,2,12,19.32
6438.57,1.3,1,14,22.66
10871.02,1.3,3,7,52.07
3667.61,1.8,2,10,33.05
1294.07,1.0,1,3,5.81
8379.73,1.0,2,13,35.49
9038.14,1.0,2,22,29.59
9924.19,1.3,1,22,30.75
1934.67,1.3,2,22,9.28
13432.36,1.8,3,19,90.69
14808.45,1.3,2,4,45.76
12857.26,1.0,2,4,32.12
660.29,1.3,2,19,11.54
11749.53,1.0,2,9,46.28
5263.76,1.0,1,3,13.23
5201.25,1.3,1,17,30.44
5209.52,1.8,3,16,35.17
12940.52,1.3,2,16,57.17
4925.31,1.3,2,22,22.06
6931.04,1.3,1,10,32.48
10501.44,1.3,2,0,38.1
11221.49,1.3,1,15,41.0
12442.25,1.0,2,3,36.16
13369.91,1.0,3,15,44.34
5434.42,1.0,1,17,20.83
8601.11,1.0,1,1,18.35
4894.18,1.0,2,22,19.47
12777.99,1.3,2,1,48.05
10581.93,1.3,3,17,59.93
1644.84,1.3,2,7,16.73
13357.02,1.3,3,18,53.8
10059.73,1.8,3,16,61.56
13556.63,1.3,1,1,40.98
5548.28,1.0,1,4,16.26
12527.17,1.8,1,3,42.36
12493.4,1.0,1,21,37.43
6279.71,1.3,1,1,17.04
8991.08,1.0,2,15,25.54
12827.77,1.0,1,20,42.99
13038.52,1.0,1,18,49.89
11917.05,1.0,1,5,32.52
1712.4,1.3,1,5,6.74
12689.85,1.0,1,22,33.99
4159.4,1.0,2,12,17.62
944.22,1.3,3,19,11.47
4015.95,1.3,1,11,18.92
1872.49,1.0,3,1,15.53
8581.32,1.3,3,14,38.1
3422.3,1.3,2,5,14.38
5392.54,1.8,3,4,25.11
4443.36,1.0,2,8,16.89
11912.84,1.3,1,0,35.21
8327.73,1.0,2,20,35.82
2475.34,1.0,2,10,13.57
2280.38,1.3,2,7,19.74
2269.14,1.8,1,18,17.1
6296.92,1.3,2,21,27.32
7090.25,1.0,1,8,29.19
13883.97,1.0,2,15,39.71
1855.98,1.3,2,1,9.69
13207.49,1.3,1,14,46.51
11103.43,1.0,1,22,27.97
3562.44,1.3,2,1,16.45
3466.46,1.0,1,23,9.89
4327.4,1.0,1,12,13.01
12690.82,1.0,3,17,50.52
7465.34,1.0,2,12,24.87
11825.92,1.0,2,15,37.5
14155.42,1.0,2,19,60.99
10872.53,1.3,3,14,44.65
10258.07,1.0,1,7,37.48
10383.3,1.0,2,11,36.52
6696.01,1.8,2,14,37.86
11196.95,1.0,1,4,26.98
3868.41,1.3,1,3,14.44
4694.91,1.3,2,17,28.53
3304.73,1.0,2,11,12.21
9788.03,1.0,1,12,29.99
13868.54,1.0,1,15,41.63
3206.01,1.0,1,14,12.91
13087.79,1.3,2,11,54.87
10093.37,1.8,1,4,47.23
13724.92,1.0,1,15,35.5
822.63,1.0,2,13,9.4
7363.43,1.0,3,18,33.61
7910.81,1.0,2,9,33.73
14847.06,1.0,1,9,49.96
3989.07,1.8,2,17,31.41
11251.62,1.3,1,19,54.57
9775.48,1.0,1,9,38.36
3772.69,1.3,2,12,20.48
9882.4,1.0,2,6,28.58
8447.28,1.0,2,21,25.03
2608.53,1.3,1,5,14.21
12910.2,1.0,2,3,39.4
14357.64,1.0,3,21,47.64
6878.48,1.3,2,10,32.52
7049.27,1.8,2,1,29.86
3145.0,1.0,1,14,13.92
3934.48,1.0,1,21,15.04
2262.35,1.0,1,8,12.72
12355.35,1.0,2,21,43.47
1627.89,1.0,3,15,16.37
9985.6,1.0,2,4,25.81
7060.82,1.3,2,0,28.56
5130.89,1.3,1,0,18.29
2929.24,1.8,1,6,14.98
1543.74,1.0,2,6,15.34
3927.28,1.0,2,7,21.56
5241.16,1.3,3,23,24.04
14577.92,1.8,3,23,64.55
9638.62,1.0,1,8,34.78
14664.03,1.3,1,7,68.39
13864.71,1.0,1,15,36.83
1337.8,1.0,3,17,12.69
13071.72,1.0,1,11,42.21
4906.67,1.3,3,16,19.8
11177.02,1.3,2,3,33.67
1252.27,1.0,1,16,6.43
